Rank,Player,Team,team_long_name,Bye,POS,FG,FGA,XPT,FPTS,ATT,CMP,YDS,TDS,INTS,FL,FPTS_qb,ATT_rb,YDS_rb,TDS_rb,REC,FL_rb,FPTS_rb,REC_te,YDS_te,TDS_te,FL_te,FPTS_te,REC_wr,YDS_wr,TDS_wr,ATT_wr,FL_wr,FPTS_wr,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FPTS_dst,ATT_flx,YDS_flx,TDS_flx,REC_flx,FL_flx,FPTS_flx,drafted_by
514,Mo Alie-Cox,IND,Colts,14,TE,0,0,0,26.6,0,0,155.6,1.8,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,26.6,Undrafted
515,Jaheim Bell,NE,Patriots,14,TE,0,0,0,26.2,0,0,172,1.5,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,26.2,Undrafted
516,Johnny Mundt,MIN,Vikings,6,TE,0,0,0,25.9,0,0,185.9,1.2,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,25.9,Undrafted
517,Adam Trautman,DEN,Broncos,14,TE,0,0,0,25.3,0,0,162.6,1.5,0,0,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,25.3,Undrafted
518,Will Mallory,IND,Colts,14,TE,0,0,0,24.7,0,0,167.2,1.3,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,24.7,Undrafted
519,Jeremy Ruckert,NYJ,Jets,12,TE,0,0,0,24.6,0,0,173.3,1.2,0,0.1,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0.1,24.6,Undrafted
520,Brock Wright,DET,Lions,5,TE,0,0,0,24.1,0,0,149.5,1.5,0,0.1,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0.1,24.1,Undrafted
521,Elijah Higgins,ARI,Cardinals,11,TE,0,0,0,23.6,0,0,177.9,1,0,0,0,0,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,0,23.6,Undrafted
522,Austin Hooper,NE,Patriots,14,TE,0,0,0,21.9,0,0,163.6,0.9,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,21.9,Undrafted
523,Foster Moreau,NO,Saints,12,TE,0,0,0,20.1,0,0,138.8,1,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,20.1,Undrafted
524,Stephen Sullivan,CAR,Panthers,11,TE,0,0,0,19.5,0,0,146.8,0.8,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,19.5,Undrafted
525,Izaiah Gathings,KC,Chiefs,6,TE,0,0,0,18.9,0,0,129,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18.9,Undrafted
526,Pharaoh Brown,SEA,Seahawks,10,TE,0,0,0,18.7,0,0,132,0.9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18.7,Undrafted
527,Jack Stoll,NYG,Giants,11,TE,0,0,0,18.6,0,0,129.8,0.9,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,18.6,Undrafted
528,Trey Knox,MIN,Vikings,6,TE,0,0,0,18.5,0,0,125,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18.5,Undrafted
529,Devin Culp,TB,Buccaneers,11,TE,0,0,0,18.5,0,0,124.5,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18.5,Undrafted
530,Dallin Holker,NO,Saints,12,TE,0,0,0,18.4,0,0,124,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18.4,Undrafted
531,Tanner McLachlan,CIN,Bengals,12,TE,0,0,0,18.4,0,0,123.5,1,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,18.4,Undrafted
532,Brayden Willis,SF,49ers,9,TE,0,0,0,18.1,0,0,121,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18.1,Undrafted
533,Cameron Latu,SF,49ers,9,TE,0,0,0,18.1,0,0,121,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18.1,Undrafted
534,Connor Heyward,PIT,Steelers,9,TE,0,0,0,18.1,0,0,137.7,0.7,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,18.1,Undrafted
535,Peyton Hendershot,DAL,Cowboys,7,TE,0,0,0,17.8,0,0,117.8,1,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,17.8,Undrafted
536,John FitzPatrick,ATL,Falcons,12,TE,0,0,0,17.8,0,0,118,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17.8,Undrafted
537,Luke Schoonmaker,DAL,Cowboys,7,TE,0,0,0,17.5,0,0,111.2,1.1,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,17.5,Undrafted
538,AJ Barner,SEA,Seahawks,10,TE,0,0,0,17.4,0,0,123.9,0.8,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,17.4,Undrafted
539,Teagan Quitoriano,HOU,Texans,14,TE,0,0,0,16.6,0,0,100.6,1.1,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,16.6,Undrafted
540,Darnell Washington,PIT,Steelers,9,TE,0,0,0,16.3,0,0,112.1,0.9,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,16.3,Undrafted
541,Josh Whyle,TEN,Titans,5,TE,0,0,0,16.1,0,0,116.7,0.7,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,16.1,Undrafted
542,Eric Saubert,SF,49ers,9,TE,0,0,0,15.8,0,0,98,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15.8,Undrafted
543,Irv Smith Jr.,KC,Chiefs,6,TE,0,0,0,15.7,0,0,100.1,1,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,15.7,Undrafted
544,Ross Dwelley,ATL,Falcons,12,TE,0,0,0,15.5,0,0,105.5,0.8,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,15.5,Undrafted
545,Drew Ogletree,IND,Colts,14,TE,0,0,0,15.3,0,0,107.3,0.8,0,0.1,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0.1,15.3,Undrafted
546,Brenton Strange,JAX,Jaguars,12,TE,0,0,0,15.2,0,0,92,1,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,15.2,Undrafted
547,La'Michael Pettway,NE,Patriots,14,TE,0,0,0,15.1,0,0,91,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15.1,Undrafted
548,Jordan Akins,CLE,Browns,10,TE,0,0,0,15,0,0,100.8,0.8,0,0.1,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0.1,15,Undrafted
549,Tip Reiman,ARI,Cardinals,11,TE,0,0,0,14.7,0,0,99.2,0.8,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,14.7,Undrafted
550,Jared Wiley,KC,Chiefs,6,TE,0,0,0,14.6,0,0,98.8,0.8,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,14.6,Undrafted
551,Stone Smartt,LAC,Chargers,5,TE,0,0,0,14.5,0,0,99.2,0.8,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,14.5,Undrafted
552,Drew Sample,CIN,Bengals,12,TE,0,0,0,14.1,0,0,97.4,0.7,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,14.1,Undrafted
553,Payne Durham,TB,Buccaneers,11,TE,0,0,0,14,0,0,96.7,0.7,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,14,Undrafted
554,Quintin Morris,BUF,Bills,12,TE,0,0,0,13.7,0,0,73.6,1.1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13.7,Undrafted
555,Ian Thomas,CAR,Panthers,11,TE,0,0,0,13.6,0,0,109.4,0.5,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,13.6,Undrafted
556,MyCole Pruitt,PIT,Steelers,9,TE,0,0,0,13.6,0,0,67.6,1.1,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,13.6,Undrafted
557,Luke Farrell,JAX,Jaguars,12,TE,0,0,0,12.7,0,0,88.3,0.7,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,12.7,Undrafted
558,James Mitchell,DET,Lions,5,TE,0,0,0,12.4,0,0,83.3,0.7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12.4,Undrafted
559,Ben Sims,GB,Packers,10,TE,0,0,0,12.2,0,0,56.5,1.1,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,12.2,Undrafted
560,Miller Forristall,LAR,Rams,6,TE,0,0,0,11.6,0,0,78.3,0.6,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,11.6,Undrafted
561,Harrison Bryant,LV,Raiders,10,TE,0,0,0,11.5,0,0,77.1,0.6,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,11.5,Undrafted
562,Armani Rogers,WAS,Commanders,14,TE,0,0,0,10.4,0,0,69.3,0.6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10.4,Undrafted
563,Cole Turner,WAS,Commanders,14,TE,0,0,0,10.4,0,0,69.2,0.6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10.4,Undrafted
564,John Bates,WAS,Commanders,14,TE,0,0,0,10.2,0,0,78.1,0.4,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,10.2,Undrafted
565,C.J. Uzomah,PHI,Eagles,5,TE,0,0,0,10.1,0,0,59.1,0.7,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,10.1,Undrafted
566,Charlie Woerner,ATL,Falcons,12,TE,0,0,0,9.1,0,0,60.9,0.5,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,9.1,Undrafted
567,Lawrence Cager,NYG,Giants,11,TE,0,0,0,8.7,0,0,65.9,0.4,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,8.7,Undrafted
568,Josiah Deguara,JAX,Jaguars,12,TE,0,0,0,8.6,0,0,60.9,0.4,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,8.6,Undrafted
569,Hunter Long,LAR,Rams,6,TE,0,0,0,8.5,0,0,55.1,0.5,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,8.5,Undrafted
570,Ko Kieft,TB,Buccaneers,11,TE,0,0,0,8.3,0,0,56.6,0.5,0,0.1,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.1,8.3,Undrafted
571,Kenny Yeboah,NYJ,Jets,12,TE,0,0,0,5.3,0,0,36.3,0.3,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,5.3,Undrafted
572,Grant Calcaterra,PHI,Eagles,5,TE,0,0,0,5.1,0,0,36.3,0.3,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,5.1,Undrafted
573,Mitchell Wilcox,NE,Patriots,14,TE,0,0,0,4.5,0,0,35,0.2,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,4.5,Undrafted
574,Nick Vannett,TEN,Titans,5,TE,0,0,0,4.5,0,0,34.8,0.2,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,4.5,Undrafted
575,Charlie Kolar,BAL,Ravens,14,TE,0,0,0,4,0,0,34.6,0.1,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,4,Undrafted
576,Dalton Keene,HOU,Texans,14,TE,0,0,0,3.1,0,0,21.1,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.1,Undrafted
577,Tre' McKitty,BUF,Bills,12,TE,0,0,0,3.1,0,0,20.7,0.2,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,3.1,Undrafted
578,Shane Zylstra,DET,Lions,5,TE,0,0,0,3,0,0,20,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,Undrafted
579,Tyler Davis,GB,Packers,10,TE,0,0,0,3,0,0,20,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,Undrafted
580,Jody Fortson Jr.,MIA,Dolphins,6,TE,0,0,0,3,0,0,19.7,0.2,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,3,Undrafted
581,Tommy Hudson,NO,Saints,12,TE,0,0,0,3,0,0,19.4,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,Undrafted
582,Julian Hill,MIA,Dolphins,6,TE,0,0,0,2.9,0,0,19.1,0.2,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.9,Undrafted
583,Stephen Carlson,CHI,Bears,7,TE,0,0,0,2.9,0,0,19.1,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.9,Undrafted
584,Brady Russell,SEA,Seahawks,10,TE,0,0,0,2.9,0,0,19,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.9,Undrafted
585,Albert Okwuegbunam Jr.,PHI,Eagles,5,TE,0,0,0,2.8,0,0,18,0.2,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,2.8,Undrafted
586,Zack Kuntz,NYJ,Jets,12,TE,0,0,0,2.8,0,0,17.8,0.2,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,2.8,Undrafted
587,Eric Tomlinson,IND,Colts,14,TE,0,0,0,2.8,0,0,17.7,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,2.8,Undrafted
588,Cole Fotheringham,LV,Raiders,10,TE,0,0,0,2.8,0,0,17.4,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,2.8,Undrafted
589,Zach Gentry,LV,Raiders,10,TE,0,0,0,2.7,0,0,16.5,0.2,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,2.7,Undrafted
590,Rodney Williams,PIT,Steelers,9,TE,0,0,0,2.6,0,0,15.8,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.6,Undrafted
591,Nate Adkins,DEN,Broncos,14,TE,0,0,0,2.5,0,0,15.8,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.5,Undrafted
592,Chris Manhertz,NYG,Giants,11,TE,0,0,0,2.4,0,0,16.7,0.1,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,2.4,Undrafted
593,Cedrick Wilson Jr.,NO,Saints,12,WR,0,0,0,46.5,0.3,0,308,2.6,0,0.1,0,0,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.3,0,24.6,0.1,46.5,Undrafted
594,KaVontae Turpin,DAL,Cowboys,7,WR,0,0,0,44.7,8.7,0,210,2.6,0,0.4,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,66.9,0.4,17.8,0.4,44.7,Undrafted
595,Nelson Agholor,BAL,Ravens,14,WR,0,0,0,44,0,0,306.1,2.3,0,0.2,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24.3,0.2,44,Undrafted
596,Trenton Irwin,CIN,Bengals,12,WR,0,0,0,38.9,0,0,277.9,1.8,0,0.1,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,22.2,0.1,38.9,Undrafted
597,Brandon Johnson,DEN,Broncos,14,WR,0,0,0,36.3,0,0,211.5,2.5,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,15.7,0,36.3,Undrafted
598,Marquez Callaway,PIT,Steelers,9,WR,0,0,0,33.9,0,0,243.6,1.6,0,0,0,0,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,33.9,Undrafted
599,Robert Woods,HOU,Texans,14,WR,0,0,0,33.2,1,0,242.4,1.4,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7,0,22.2,0,33.2,Undrafted
600,Parker Washington,JAX,Jaguars,12,WR,0,0,0,32.6,0,0,223.7,1.6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,32.6,Undrafted
601,KhaDarel Hodge,ATL,Falcons,12,WR,0,0,0,32.3,0,0,238.6,1.5,0,0.2,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0.2,32.3,Undrafted
602,Bub Means,NO,Saints,12,WR,0,0,0,30.4,0,0,217.9,1.5,0,0.1,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0.1,30.4,Undrafted
603,Jake Bobo,SEA,Seahawks,10,WR,0,0,0,29.8,4.2,0,194.6,1.3,0,0.1,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,18.7,0.2,16.7,0.1,29.8,Undrafted
604,JuJu Smith-Schuster,NE,Patriots,14,WR,0,0,0,29,0,0,222,1.1,0,0.1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,21,0.1,29,Undrafted
605,Justin Watson,KC,Chiefs,6,WR,0,0,0,26.4,0,0,179.6,1.4,0,0.1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.1,26.4,Undrafted
606,Mack Hollins,BUF,Bills,12,WR,0,0,0,24.4,0,0,172.3,1.2,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,24.4,Undrafted
607,Deven Thompkins,CAR,Panthers,11,WR,0,0,0,23.5,0,0,139,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,12,0,23.5,Undrafted
608,Jamison Crowder,WAS,Commanders,14,WR,0,0,0,22,0,0,183.4,0.7,0,0.3,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0.3,22,Undrafted
609,Dyami Brown,WAS,Commanders,14,WR,0,0,0,22,0,0,158.7,1,0,0.1,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12.1,0.1,22,Undrafted
610,Jamari Thrash,CLE,Browns,10,WR,0,0,0,20.7,0,0,141,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,20.7,Undrafted
611,Jacob Cowing,SF,49ers,9,WR,0,0,0,20,0,0,134,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,20,Undrafted
612,Marcus Rosemy-Jacksaint,WAS,Commanders,14,WR,0,0,0,19.2,0,0,126,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,19.2,Undrafted
613,Derius Davis,LAC,Chargers,5,WR,0,0,0,19.2,6.7,0,106.5,0.7,0,0.1,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,38.6,0.1,9.4,0.1,19.2,Undrafted
614,Mecole Hardman Jr.,KC,Chiefs,6,WR,0,0,0,18.4,0,0,125.5,0.7,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,9.9,0,18.4,Easy Marks
615,Ainias Smith,PHI,Eagles,5,WR,0,0,0,18.3,0,0,128.2,0.9,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10.4,0,18.3,Undrafted
616,Quez Watkins,PIT,Steelers,9,WR,0,0,0,18.1,0,0,137.3,0.7,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,10.3,0,18.1,Undrafted
617,Chris Moore,ARI,Cardinals,11,WR,0,0,0,17.7,0,0,134.1,0.6,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10.6,0,17.7,Undrafted
618,Jordan Whittington,LAR,Rams,6,WR,0,0,0,17.6,0,0,131.1,0.8,0,0.1,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0.1,17.6,Undrafted
619,David Bell,CLE,Browns,10,WR,0,0,0,17.5,0,0,131.6,0.7,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,12.4,0,17.5,Undrafted
620,Ray-Ray McCloud III,ATL,Falcons,12,WR,0,0,0,17.2,2.4,0,106,0.8,0,0.1,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,15.5,0.1,10.3,0.1,17.2,Undrafted
