Rank,Player,Team,team_long_name,Bye,POS,FG,FGA,XPT,FPTS,ATT,CMP,YDS,TDS,INTS,FL,FPTS_qb,ATT_rb,YDS_rb,TDS_rb,REC,FL_rb,FPTS_rb,REC_te,YDS_te,TDS_te,FL_te,FPTS_te,REC_wr,YDS_wr,TDS_wr,ATT_wr,FL_wr,FPTS_wr,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FPTS_dst,ATT_flx,YDS_flx,TDS_flx,REC_flx,FL_flx,FPTS_flx,drafted_by
193,J.J. McCarthy,MIN,Vikings,6,QB,0,0,0,0,390.7,249.7,2851.4,17,10.7,2.9,193.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
194,Bo Nix,DEN,Broncos,14,QB,0,0,0,0,470.2,293,2986.8,17.6,11.5,3.2,212.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
195,Dameon Pierce,HOU,Texans,14,RB,0,0,0,0,0,0,0,0,0,0,0,82.5,334,2.3,9.4,0.5,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,334,2.3,9.4,0.5,54.1,Next Year
196,Drake Maye,NE,Patriots,14,QB,0,0,0,0,375.4,237.8,2707.1,14.4,11.4,2.6,182.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
197,D'Onta Foreman,CLE,Browns,10,RB,0,0,0,0,0,0,0,0,0,0,0,94.2,357.8,2.6,9.4,0.4,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2,357.8,2.6,9.4,0.4,62.2,Undrafted
198,Audric Estime,DEN,Broncos,14,RB,0,0,0,0,0,0,0,0,0,0,0,46.5,202.9,1.4,7.3,0.7,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,202.9,1.4,7.3,0.7,35.5,Undrafted
199,Justin Fields,PIT,Steelers,9,QB,0,0,0,0,107.3,65.7,745,4.1,3.1,1.2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Team
200,Clyde Edwards-Helaire,KC,Chiefs,6,RB,0,0,0,0,0,0,0,0,0,0,0,80,316.4,2.1,20.7,0.5,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,316.4,2.1,20.7,0.5,67.7,Undrafted
201,Juwan Johnson,NO,Saints,12,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6,440.2,4.2,0.1,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6,0.1,68.9,Undrafted
202,Ben Sinnott,WAS,Commanders,14,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,390.2,2.6,0.4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0.4,54,Undrafted
203,Malachi Corley,NYJ,Jets,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,518.6,3.4,4.4,0.1,76,0,0,0,0,0,0,0,0,0,4.4,31.6,0.1,46.2,0.1,76,Undrafted
204,Mike Gesicki,CIN,Bengals,12,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,335.6,3,0,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0,51.4,Undrafted
205,Tyler Boyd,TEN,Titans,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,501.7,2.3,1.3,0.5,64.1,0,0,0,0,0,0,0,0,0,1.3,7.5,0,46.7,0.5,64.1,Next Year
206,Gardner Minshew II,LV,Raiders,10,QB,0,0,0,0,331,208,2219.6,12.7,8.4,1.9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
207,Luke McCaffrey,WAS,Commanders,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,433.4,2.1,2,0.1,57.5,0,0,0,0,0,0,0,0,0,2,13.6,0.1,37,0.1,57.5,Undrafted
208,Alexander Mattison,LV,Raiders,10,RB,0,0,0,0,0,0,0,0,0,0,0,105.2,405.9,2.7,13.9,0.9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.2,405.9,2.7,13.9,0.9,70,Russ Riders
209,Keaton Mitchell,BAL,Ravens,14,RB,0,0,0,0,0,0,0,0,0,0,0,68.9,316.1,2.3,12,0.7,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9,316.1,2.3,12,0.7,57.3,Undrafted
210,Tank Bigsby,JAX,Jaguars,12,RB,0,0,0,0,0,0,0,0,0,0,0,95,313.3,3.1,7.9,2.2,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,313.3,3.1,7.9,2.2,52.3,Next Year
211,Sam Darnold,MIN,Vikings,6,QB,0,0,0,0,214,134.3,1300.2,7.7,4.8,0.5,88.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
212,Devontez Walker,BAL,Ravens,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,311.2,2.3,0,0.1,45.2,0,0,0,0,0,0,0,0,0,0,3.5,0,25.4,0.1,45.2,Undrafted
213,Jalin Hyatt,NYG,Giants,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,522.6,2.3,0,0.2,65.7,0,0,0,0,0,0,0,0,0,0,1,0,39.1,0.2,65.7,Americas Ass
214,Zay Jones,ARI,Cardinals,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,455,2.9,0.3,0.5,62.5,0,0,0,0,0,0,0,0,0,0.3,3,0,42.7,0.5,62.5,Undrafted
215,Darius Slayton,NYG,Giants,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6,582.4,3.1,0,0.1,76.5,0,0,0,0,0,0,0,0,0,0,1.3,0,40.6,0.1,76.5,Russ Riders
216,Jelani Woods,IND,Colts,14,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,264.1,1.8,0.1,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,0.1,36.8,Undrafted
217,Aidan O'Connell,LV,Raiders,10,QB,0,0,0,0,240,151,1587.3,8.6,6.3,2,95.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
218,Hayden Hurst,LAC,Chargers,5,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,376.8,2.8,0.1,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.1,54.1,Undrafted
219,Will Shipley,PHI,Eagles,5,RB,0,0,0,0,0,0,0,0,0,0,0,35.4,201.8,1.6,7.3,0.1,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,201.8,1.6,7.3,0.1,38.1,Undrafted
220,Samaje Perine,DEN,Broncos,14,RB,0,0,0,0,0,0,0,0,0,0,0,52.1,211.8,1.2,26.2,1.2,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,211.8,1.2,26.2,1.2,51.1,Undrafted
221,Ja'Tavion Sanders,CAR,Panthers,11,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,311.5,2.3,0.4,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,0.4,44.2,Undrafted
222,Greg Dortch,ARI,Cardinals,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,361.7,2.3,3.2,0.1,52,0,0,0,0,0,0,0,0,0,3.2,21,0.1,35.1,0.1,52,Undrafted
223,Michael Mayer,LV,Raiders,10,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,289.7,1.9,0.1,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0.1,40.1,Hokie High
224,Colby Parkinson,LAR,Rams,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,304.4,2.4,0.1,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,0.1,44.9,Undrafted
225,Jalen Tolbert,DAL,Cowboys,7,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,407,2.5,0,0.2,55.6,0,0,0,0,0,0,0,0,0,0,1.7,0,32.6,0.2,55.6,Undrafted
226,Odell Beckham Jr.,MIA,Dolphins,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,510.1,3.4,0,0.4,71,0,0,0,0,0,0,0,0,0,0,2.3,0,37.4,0.4,71,Undrafted
227,Kenneth Gainwell,PHI,Eagles,5,RB,0,0,0,0,0,0,0,0,0,0,0,75.6,287.6,2.2,17.7,1.2,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,287.6,2.2,17.7,1.2,54.6,Hokie High
228,A.T. Perry,NO,Saints,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,316.7,2.4,0.3,0,46,0,0,0,0,0,0,0,0,0,0.3,2,0,21.4,0,46,Undrafted
229,Isaac Guerendo,SF,49ers,9,RB,0,0,0,0,0,0,0,0,0,0,0,29.9,167.3,1.3,5.2,0,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,167.3,1.3,5.2,0,29.2,Undrafted
230,Jalen McMillan,TB,Buccaneers,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,440.7,2.7,0,0.1,60.6,0,0,0,0,0,0,0,0,0,0,6.7,0,38.7,0.1,60.6,Undrafted
231,Zach Ertz,WAS,Commanders,14,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,289.1,2.3,0.1,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0.1,42.4,Undrafted
232,Elijah Moore,CLE,Browns,10,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,430.9,2.5,4.1,0.8,58.3,0,0,0,0,0,0,0,0,0,4.1,14.4,0,37.5,0.8,58.3,Energy
233,Javon Baker,NE,Patriots,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,268.8,1.8,0,0,38.4,0,0,0,0,0,0,0,0,0,0,9.5,0,22.5,0,38.4,Undrafted
234,Kendrick Bourne,NE,Patriots,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,597.6,3.6,2.3,0.5,81.9,0,0,0,0,0,0,0,0,0,2.3,15.8,0,49.1,0.5,81.9,Undrafted
235,Ravens,BAL,Ravens,14,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
236,Miles Sanders,CAR,Panthers,11,RB,0,0,0,0,0,0,0,0,0,0,0,88.1,320.9,1.6,14.4,1.2,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1,320.9,1.6,14.4,1.2,48.9,DirtDogs
237,AJ Dillon,GB,Packers,10,RB,0,0,0,0,0,0,0,0,0,0,0,56.9,240.6,1.8,9.7,0.4,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,240.6,1.8,9.7,0.4,43.3,Undrafted
238,Cowboys,DAL,Cowboys,7,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energy
239,Rondale Moore,ATL,Falcons,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,364,2.5,16.7,0.2,64.7,0,0,0,0,0,0,0,0,0,16.7,92.9,0.8,36,0.2,64.7,Energy
240,49ers,SF,49ers,9,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
241,Jacoby Brissett,NE,Patriots,14,QB,0,0,0,0,174.6,112.5,1031.8,5.5,3.7,1,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
242,DJ Chark Jr.,LAC,Chargers,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,505,4.3,0,0.5,75.7,0,0,0,0,0,0,0,0,0,0,1.3,0,34.9,0.5,75.7,Undrafted
243,Tucker Kraft,GB,Packers,10,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,374.5,2.7,0.1,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,0.1,53.7,Undrafted
244,Greg Dulcich,DEN,Broncos,14,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,360.5,1.9,0.1,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0.1,47.6,Ninjas
245,Jets,NYJ,Jets,12,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
246,Daniel Bellinger,NYG,Giants,11,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,332.7,2,0.1,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,0.1,45.4,Undrafted
247,Dylan Laube,LV,Raiders,10,RB,0,0,0,0,0,0,0,0,0,0,0,41.3,171.1,1.1,8.7,0.1,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,171.1,1.1,8.7,0.1,30.6,Undrafted
248,Browns,CLE,Browns,10,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
249,Steelers,PIT,Steelers,9,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
250,Chiefs,KC,Chiefs,6,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
251,Dawson Knox,BUF,Bills,12,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,295.1,3.3,0.1,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0.1,49.1,Sentinels
252,Trey Sermon,IND,Colts,14,RB,0,0,0,0,0,0,0,0,0,0,0,44.4,228.5,1.2,6.5,0.1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,228.5,1.2,6.5,0.1,35,Undrafted
253,Bills,BUF,Bills,12,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
254,Dolphins,MIA,Dolphins,6,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
255,Jauan Jennings,SF,49ers,9,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,189.3,1.3,0,0.1,26.7,0,0,0,0,0,0,0,0,0,0,2,0,15.2,0.1,26.7,Undrafted
256,Eric Gray,NYG,Giants,11,RB,0,0,0,0,0,0,0,0,0,0,0,37.4,180.9,1.4,10.5,0.1,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,180.9,1.4,10.5,0.1,34.7,Undrafted
257,Texans,HOU,Texans,14,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
258,Michael Penix Jr.,ATL,Falcons,12,QB,0,0,0,0,42.5,26,335,2.5,1.3,0.5,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
259,Eagles,PHI,Eagles,5,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatDats
260,Colts,IND,Colts,14,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
261,Kareem Hunt,FA,Free Agent,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
262,Calvin Austin III,PIT,Steelers,9,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,235.6,1.2,4.5,0.1,34.2,0,0,0,0,0,0,0,0,0,4.5,31.9,0.1,20.6,0.1,34.2,Undrafted
263,Justice Hill,BAL,Ravens,14,RB,0,0,0,0,0,0,0,0,0,0,0,54.4,219.8,1.5,13.9,0.8,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4,219.8,1.5,13.9,0.8,42.5,Undrafted
264,Bears,CHI,Bears,7,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
265,Donald Parham Jr.,LAC,Chargers,5,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,254.5,3,0,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,43.4,Undrafted
266,Raiders,LV,Raiders,10,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
267,K.J. Osborn,NE,Patriots,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,268.1,1.5,0,0.1,36.1,0,0,0,0,0,0,0,0,0,0,2,0,21.9,0.1,36.1,Undrafted
268,Saints,NO,Saints,12,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
269,Packers,GB,Packers,10,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
270,Lions,DET,Lions,5,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
271,Buccaneers,TB,Buccaneers,11,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
272,Kalif Raymond,DET,Lions,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,269.7,1.6,2.3,0.2,38.6,0,0,0,0,0,0,0,0,0,2.3,22.3,0.1,22.3,0.2,38.6,Undrafted
273,Theo Johnson,NYG,Giants,11,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,273.7,1.8,0.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,0.6,37,Undrafted
274,Dalvin Cook,FA,Free Agent,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
275,Tre Tucker,LV,Raiders,10,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,306.1,1.6,0,0.2,41.4,0,0,0,0,0,0,0,0,0,0,11.7,0,25.7,0.2,41.4,Undrafted
276,Malik Washington,MIA,Dolphins,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,213.2,1.4,2.1,0,31.6,0,0,0,0,0,0,0,0,0,2.1,18.8,0.1,17.2,0,31.6,Undrafted
277,Jaguars,JAX,Jaguars,12,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
278,Patriots,NE,Patriots,14,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
279,Vikings,MIN,Vikings,6,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
280,Tyler Higbee,LAR,Rams,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,354.1,2.1,0.1,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,0.1,48.1,Russ Riders
281,Bengals,CIN,Bengals,12,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
282,Jamaal Williams,NO,Saints,12,RB,0,0,0,0,0,0,0,0,0,0,0,90.4,329.6,2.3,13.2,0.5,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,329.6,2.3,13.2,0.5,53.9,WhatDats
283,Andrei Iosivas,CIN,Bengals,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,244.8,1.9,0,0.1,36,0,0,0,0,0,0,0,0,0,0,2,0,21.4,0.1,36,Undrafted
284,Josh Reynolds,DEN,Broncos,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9,414.3,2.8,0,0.4,57.6,0,0,0,0,0,0,0,0,0,0,1.3,0,31.9,0.4,57.6,Undrafted
285,Van Jefferson,PIT,Steelers,9,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,326.2,1.9,0,0.1,44.1,0,0,0,0,0,0,0,0,0,0,4,0,24.2,0.1,44.1,Undrafted
286,Chargers,LAC,Chargers,5,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
287,Marquez Valdes-Scantling,BUF,Bills,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,191.2,1.3,0,0.1,26.7,0,0,0,0,0,0,0,0,0,0,1.3,0,12.3,0.1,26.7,Undrafted
288,Chase Claypool,BUF,Bills,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,111.7,0.8,0,0,16.3,0,0,0,0,0,0,0,0,0,0,2.5,0,8.9,0,16.3,Undrafted
289,Bo Melton,GB,Packers,10,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,79.3,0.6,1.1,0.1,11.9,0,0,0,0,0,0,0,0,0,1.1,6.5,0,6.7,0.1,11.9,Undrafted
290,Cedric Tillman,CLE,Browns,10,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,303.2,1.9,0,0.1,41.8,0,0,0,0,0,0,0,0,0,0,1.7,0,24.1,0.1,41.8,Undrafted
291,Giants,NYG,Giants,11,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
292,Rasheen Ali,BAL,Ravens,14,RB,0,0,0,0,0,0,0,0,0,0,0,26.4,158.3,1.5,6.6,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,158.3,1.5,6.6,0,30.4,Undrafted
293,Xavier Gipson,NYJ,Jets,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,187.8,1.3,4.6,0.1,30.8,0,0,0,0,0,0,0,0,0,4.6,32.5,0.2,16.7,0.1,30.8,Undrafted
294,Falcons,ATL,Falcons,12,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
295,Seahawks,SEA,Seahawks,10,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
296,Jonathan Mingo,CAR,Panthers,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,342,1.6,0,0.1,43.9,0,0,0,0,0,0,0,0,0,0,2,0,29.4,0.1,43.9,DirtDogs
297,Michael Thomas,FA,Free Agent,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
298,Broncos,DEN,Broncos,14,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
299,Nyheim Hines,CLE,Browns,10,RB,0,0,0,0,0,0,0,0,0,0,0,22.4,68.1,0.5,10.8,0.1,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,68.1,0.5,10.8,0.1,19.1,Undrafted
